out_항공,out_출발시간,out_도착시간,out_소요시간,in_항공,in_출발시간,in_도착시간,in_소요시간,카드사,가격
델타항공,13:00,22:30,"경유 1, 18시간 30분",델타항공,00:45,09:50,"경유 2, 24시간 05분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,028,800"
대한항공,13:00,22:30,"경유 1, 18시간 30분",델타항공,00:45,09:50,"경유 2, 24시간 05분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,030,100"
"델타항공, 캐세이퍼시픽항공",11:25,20:00,"경유 1, 17시간 35분",대한항공,12:20,13:50,"경유 1, 16시간 30분",성인/모든 결제수단,"2,031,000"
"델타항공, 캐세이퍼시픽항공",11:25,20:00,"경유 1, 17시간 35분","대한항공, 델타항공",12:20,13:50,"경유 1, 16시간 30분",성인/모든 결제수단,"2,034,700"
"델타항공, 캐세이퍼시픽항공",11:25,20:00,"경유 1, 17시간 35분",대한항공,00:45,13:50,"경유 1, 28시간 05분",성인/모든 결제수단,"2,036,000"
ANA,06:30,12:30,"경유 2, 39시간 00분",ANA,14:45,14:25,"경유 1, 14시간 40분",성인/모든 결제수단,"2,036,200"
"알래스카항공, 에바항공",07:00,19:55,"경유 2, 21시간 55분","알래스카항공, 에바항공",15:25,19:30,"경유 1, 19시간 05분",성인/KB국민카드(이용실적 충족시),"2,040,600"
"델타항공, 캐세이퍼시픽항공",11:25,22:20,"경유 1, 19시간 55분","델타항공, 캐세이퍼시픽항공",12:20,13:50,"경유 1, 16시간 30분",성인/모든 결제수단,"2,046,400"
"알래스카항공, 에바항공",19:59,08:50,"경유 2, 21시간 51분","알래스카항공, 에바항공",15:25,19:30,"경유 1, 19시간 05분",성인/KB국민카드(이용실적 충족시),"2,047,400"
"델타항공, 캐세이퍼시픽항공",11:25,22:20,"경유 1, 19시간 55분","아시아나항공, 델타항공",13:05,13:50,"경유 1, 15시간 45분",성인/모든 결제수단,"2,047,700"
"델타항공, 캐세이퍼시픽항공",11:25,22:20,"경유 1, 19시간 55분",대한항공,14:15,20:25,"경유 2, 21시간 10분",성인/모든 결제수단,"2,056,600"
유나이티드항공,19:42,05:00,"경유 1, 18시간 18분",유나이티드항공,11:15,12:51,"경유 1, 16시간 36분",성인/KB국민카드(이용실적 충족시),"2,075,800"
"델타항공, 일본항공",11:25,22:00,"경유 1, 19시간 35분","델타항공, 일본항공",12:20,13:50,"경유 1, 16시간 30분",성인/모든 결제수단,"2,084,800"
"델타항공, 일본항공",11:25,22:00,"경유 1, 19시간 35분","아시아나항공, 델타항공",13:05,13:50,"경유 1, 15시간 45분",성인/모든 결제수단,"2,086,100"
"델타항공, 일본항공",11:25,22:00,"경유 1, 19시간 35분",대한항공,14:15,20:25,"경유 2, 21시간 10분",성인/모든 결제수단,"2,095,000"
유나이티드항공,06:30,05:00,"경유 1, 31시간 30분",ANA,14:45,14:25,"경유 1, 14시간 40분",성인/모든 결제수단,"2,096,400"
유나이티드항공,15:30,05:00,"경유 1, 22시간 30분",유나이티드항공,11:15,12:51,"경유 1, 16시간 36분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,104,400"
델타항공,07:25,00:05,"경유 2, 25시간 40분",델타항공,12:20,13:50,"경유 1, 16시간 30분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,104,800"
"델타항공, 아시아나항공",13:00,22:30,"경유 1, 18시간 30분","델타항공, 아시아나항공",12:20,13:50,"경유 1, 16시간 30분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,106,100"
"델타항공, 아시아나항공",13:00,22:30,"경유 1, 18시간 30분",대한항공,12:20,13:50,"경유 1, 16시간 30분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,107,400"
대한항공,07:25,00:05,"경유 2, 25시간 40분",대한항공,12:20,13:50,"경유 1, 16시간 30분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,108,700"
델타항공,13:00,22:30,"경유 1, 18시간 30분",필리핀항공,13:30,19:15,"경유 1, 20시간 45분",성인/모든 결제수단,"2,111,700"
델타항공,07:25,00:05,"경유 2, 25시간 40분",델타항공,14:15,22:22,"경유 2, 23시간 07분",성인/현대 M2/M3 Edition2(이용실적 충족시),"2,112,400"
