0
"에어프랑스
CO2 평균배출
10:50ICN
18:00CDG
직항, 14시간 10분
13:25CDG
08:40ICN
+1일
직항, 12시간 15분
성인/NH채움카드
왕복 1,334,800원~"
"아시아나항공
CO2 42%
10:45ICN
18:05CDG
직항, 14시간 20분
20:05CDG
15:05ICN
+1일
직항, 12시간 00분
성인/NH채움카드
왕복 1,393,000원~"
"대한항공
CO2 13%
에어프랑스 공동운항
11:10ICN
18:30CDG
직항, 14시간 20분
13:25CDG
08:40ICN
+1일
직항, 12시간 15분
성인/삼성카드
왕복 1,481,300원~"
"대한항공
CO2 27%
11:10ICN
18:30CDG
직항, 14시간 20분
21:00CDG
15:55ICN
+1일
직항, 11시간 55분
성인/삼성카드
왕복 1,481,400원~"
"대한항공
CO2 평균배출
에어프랑스 공동운항
10:50ICN
18:00CDG
직항, 14시간 10분
13:25CDG
08:40ICN
+1일
직항, 12시간 15분
성인/삼성카드
왕복 1,552,600원~"
"대한항공
CO2 10%
에어프랑스 공동운항
10:50ICN
18:00CDG
직항, 14시간 10분
21:00CDG
15:55ICN
+1일
직항, 11시간 55분
성인/삼성카드
왕복 1,552,700원~"
"루프트한자
다른 일정4
CO2 13%
12:25ICN
22:55CDG
경유 1, 17시간 30분
11:30CDG
09:55ICN
+1일
경유 1, 15시간 25분
성인/롯데카드
왕복 1,900,100원~"
"에미레이트항공
다른 일정1
CO2 70%
23:55ICN
20:00CDG
+1일
경유 1, 27시간 05분
11:25CDG
17:00ICN
+1일
경유 1, 22시간 35분
성인/삼성카드
왕복 2,046,200원~"
"대한항공
11:10ICN
18:30CDG
직항, 14시간 20분
아시아나항공
CO2 평균배출
20:05CDG
15:05ICN
+1일
직항, 12시간 00분
성인/KB국민카드
왕복 2,066,800원~"
"에미레이트항공
CO2 70%
23:55ICN
13:30CDG
+1일
경유 1, 20시간 35분
11:25CDG
17:00ICN
+1일
경유 1, 22시간 35분
성인/삼성카드
왕복 2,216,000원~"
"싱가포르항공
다른 일정7
CO2 12%
23:45ICN
21:15CDG
+1일
경유 1, 28시간 30분
11:15CDG
15:35ICN
+1일
경유 1, 21시간 20분
학생/삼성카드
왕복 2,346,100원~"
"에미레이트항공
다른 일정2
CO2 70%
23:55ICN
13:30CDG
+1일
경유 1, 20시간 35분
21:55CDG
17:00ICN
+2일
경유 1, 36시간 05분
성인/삼성카드
왕복 2,385,900원~"
"대한항공, 영국항공
CO2 16%
11:10ICN
18:30CDG
직항, 14시간 20분
21:35CDG
16:15ICN
+2일
경유 1, 35시간 40분
성인/KB국민카드
왕복 2,403,500원~"
"대한항공, 에어프랑스
CO2 12%
11:10ICN
18:30CDG
직항, 14시간 20분
07:20CDG
12:30ICN
+1일
경유 1, 22시간 10분
성인/KB국민카드
왕복 2,436,700원~"
"대한항공, KLM네덜란드항공
CO2 13%
11:10ICN
18:30CDG
직항, 14시간 20분
20:15CDG
16:40ICN
+2일
경유 1, 37시간 25분
성인/KB국민카드
왕복 2,441,000원~"
"대한항공, 에어프랑스
CO2 16%
11:10ICN
18:30CDG
직항, 14시간 20분
16:10CDG
16:15ICN
+1일
경유 1, 17시간 05분
성인/KB국민카드
왕복 2,461,600원~"
"대한항공, 에어프랑스
CO2 13%
Hop 공동운항
11:10ICN
18:30CDG
직항, 14시간 20분
20:45CDG
14:35ICN
+2일
경유 1, 34시간 50분
성인/KB국민카드
왕복 2,483,500원~"
"싱가포르항공
다른 일정3
CO2 34%
16:45ICN
07:35CDG
+1일
경유 1, 21시간 50분
11:15CDG
15:35ICN
+1일
경유 1, 21시간 20분
학생/삼성카드
왕복 2,549,800원~"
"에미레이트항공
다른 일정2
CO2 70%
23:55ICN
13:30CDG
+1일
경유 1, 20시간 35분
15:35CDG
17:00ICN
+1일
경유 1, 18시간 25분
성인/삼성카드
왕복 2,933,100원~"
"타이항공
다른 일정2
CO2 20%
17:30ICN
07:10CDG
+1일
경유 1, 20시간 40분
13:40CDG
15:25ICN
+1일
경유 1, 18시간 45분
성인/KB국민카드
왕복 3,288,600원~"
